pair,engagement by Utterance,engagement by Second,mean engagement by Utterance,mean engagement by Second,openness,conscientiousness,extraversion,agreeableness,neuroticism,openness difference,conscientiousness difference,extraversion difference,agreeableness difference,neuroticism difference
P092_P112,1.050029230041771,1.077128944930202,1.1300949052758087,1.0766442804675551,0.62,0.64,0.86,0.55,0.43,-0.15000000000000002,-0.12,0.48,-0.25,0.32999999999999996
P094_P092,0.9679599738389534,0.9445257713127795,1.0836184098430695,0.993486654563785,0.23,0.0,0.24,0.7,0.7,-0.39,-0.64,-0.62,0.1499999999999999,0.26999999999999996
P094_P096,1.0496968363931796,1.0229880240475577,1.0836184098430695,0.993486654563785,0.23,0.0,0.24,0.7,0.7,,,,,
P094_P112,1.1066986522556395,1.1091067453310697,1.0836184098430695,0.993486654563785,0.23,0.0,0.24,0.7,0.7,-0.54,-0.76,-0.14,-0.10000000000000009,0.6
P096_P092,1.1186194520999466,1.072304590772274,1.2176723642044613,1.1446794067701305,,,,,,,,,,
P096_P094,1.1385374359228095,1.0982598581032503,1.2176723642044613,1.1446794067701305,,,,,,,,,,
P096_P112,1.1235210990097797,1.07969733055084,1.2176723642044613,1.1446794067701305,,,,,,,,,,
P112_P092,0.9524259076823146,0.9207620955455428,0.9812880660004987,0.9393764286193049,0.77,0.76,0.38,0.8,0.1,0.15000000000000002,0.12,-0.48,0.25,-0.32999999999999996
P112_P094,0.8666999504816111,0.8592263570870484,0.9812880660004987,0.9393764286193049,0.77,0.76,0.38,0.8,0.1,0.54,0.76,0.14,0.10000000000000009,-0.6
P112_P096,0.9752256622743454,0.9660905071809428,0.9812880660004987,0.9393764286193049,0.77,0.76,0.38,0.8,0.1,,,,,
P091_P106,1.2730580651030858,1.208235017426379,1.2782451550307536,1.1982134296225264,0.77,0.96,0.45,1.0,0.67,0.31,0.48,-0.10000000000000003,0.4,0.20000000000000007
P091_P115,1.18680777077513,1.1658584234855507,1.2782451550307536,1.1982134296225264,0.77,0.96,0.45,1.0,0.67,0.15000000000000002,0.6799999999999999,0.45,0.8,0.10000000000000009
P106_P091,1.313928950739256,1.2177808916096333,1.3133390385913357,1.2361871549895123,0.46,0.48,0.55,0.6,0.47,-0.31,-0.48,0.10000000000000003,-0.4,-0.20000000000000007
P106_P115,1.19409925593608,1.1637529282991308,1.3133390385913357,1.2361871549895123,0.46,0.48,0.55,0.6,0.47,-0.15999999999999998,0.19999999999999996,0.55,0.39999999999999997,-0.09999999999999998
P115_P091,1.02768533267784,0.9814293446859271,1.1265576228544334,1.069382014206557,0.62,0.28,0.0,0.2,0.57,-0.15000000000000002,-0.6799999999999999,-0.45,-0.8,-0.10000000000000009
P115_P106,1.0376081736367242,1.02700118667798,1.1265576228544334,1.069382014206557,0.62,0.28,0.0,0.2,0.57,0.15999999999999998,-0.19999999999999996,-0.55,-0.39999999999999997,0.09999999999999998
P033_P077,1.1726519503629762,1.1204861430055404,1.3070916080126673,1.2764584833201806,0.69,0.4,0.24,0.55,0.53,,,,,
P033_P118,1.2720961532985045,1.246560267515052,1.3070916080126673,1.2764584833201806,0.69,0.4,0.24,0.55,0.53,0.22999999999999993,0.0,-0.28,0.050000000000000044,0.30000000000000004
P077_P033,1.0929063329133473,1.0762822959202334,1.1579202765230077,1.1189988580257595,,,,,,,,,,
P077_P118,1.0589075915492963,1.0414363852735287,1.1579202765230077,1.1189988580257595,,,,,,,,,,
P118_P033,1.1790142300842252,1.1521679200952233,1.2130360959411195,1.179655373191485,0.46,0.4,0.52,0.5,0.23,-0.22999999999999993,0.0,0.28,-0.050000000000000044,-0.30000000000000004
P118_P077,1.1158030666688272,1.0875712594644502,1.2130360959411195,1.179655373191485,0.46,0.4,0.52,0.5,0.23,,,,,
P088_P103,1.1763776939168236,1.1614195883709277,1.117396331961124,1.0426681336416217,0.65,0.64,0.52,0.4,0.73,-0.12,0.16000000000000003,0.18,0.4,0.13
P088_P116,1.1474120404761905,1.117934823809524,1.117396331961124,1.0426681336416217,0.65,0.64,0.52,0.4,0.73,0.23000000000000004,0.16000000000000003,-0.38,-0.4,0.53
P088_P123,1.108740059267309,1.1339858787870838,1.117396331961124,1.0426681336416217,0.65,0.64,0.52,0.4,0.73,0.10999999999999999,0.07999999999999996,0.28,-0.19999999999999996,-0.27
P103_P088,1.1550117499558006,1.1439180678514864,1.1631415658375335,1.0999162155467148,0.77,0.48,0.34,0.0,0.6,0.12,-0.16000000000000003,-0.18,-0.4,-0.13
P103_P116,1.048913,1.0540889523809522,1.1631415658375335,1.0999162155467148,0.77,0.48,0.34,0.0,0.6,0.35000000000000003,0.0,-0.56,-0.8,0.39999999999999997
P103_P123,1.1892563442373296,1.18875382000544,1.1631415658375335,1.0999162155467148,0.77,0.48,0.34,0.0,0.6,0.22999999999999998,-0.08000000000000007,0.10000000000000003,-0.6,-0.4
P116_P088,1.0395324910206718,1.0278544081018521,1.0271842993840323,1.000708966547099,0.42,0.48,0.9,0.8,0.2,-0.23000000000000004,-0.16000000000000003,0.38,0.4,-0.53
P116_P103,0.9988486894736844,1.0027205684210523,1.0271842993840323,1.000708966547099,0.42,0.48,0.9,0.8,0.2,-0.35000000000000003,0.0,0.56,0.8,-0.39999999999999997
P116_P123,1.0166439375,1.0194640232558139,1.0271842993840323,1.000708966547099,0.42,0.48,0.9,0.8,0.2,-0.12000000000000005,-0.08000000000000007,0.66,0.20000000000000007,-0.8
P123_P088,1.128873825768394,1.1519295966892058,1.1055842867736145,1.0441234959437524,0.54,0.56,0.24,0.6,1.0,-0.10999999999999999,-0.07999999999999996,-0.28,0.19999999999999996,0.27
P123_P103,1.0822936196271928,1.063879243508772,1.1055842867736145,1.0441234959437524,0.54,0.56,0.24,0.6,1.0,-0.22999999999999998,0.08000000000000007,-0.10000000000000003,0.6,0.4
P123_P116,1.0236553974310776,1.0174411755639092,1.1055842867736145,1.0441234959437524,0.54,0.56,0.24,0.6,1.0,0.12000000000000005,0.08000000000000007,-0.66,-0.20000000000000007,0.8
P086_P087,1.0119658140611945,1.002920830776183,1.0725126435476475,1.0236746394869873,0.27,0.72,0.38,0.65,0.23,0.12000000000000002,0.12,0.09999999999999998,0.5,-0.64
P086_P090,1.0119658140611945,1.002920830776183,1.0725126435476475,1.0236746394869873,0.27,0.72,0.38,0.65,0.23,-0.38,0.12,-0.14,0.2,-0.13999999999999999
P086_P104,1.0703038248600225,1.0598934585655313,1.0725126435476475,1.0236746394869873,0.27,0.72,0.38,0.65,0.23,-0.38,0.0,-0.55,-0.15000000000000002,-0.23999999999999996
P087_P086,1.0121238461538464,1.0140902777777778,1.0292080238857815,1.0143140811589484,0.15,0.6,0.28,0.15,0.87,-0.12000000000000002,-0.12,-0.09999999999999998,-0.5,0.64
P087_P090,1.0161606112781956,1.0190236223923443,1.0292080238857815,1.0143140811589484,0.15,0.6,0.28,0.15,0.87,-0.5,0.0,-0.24,-0.30000000000000004,0.5
P087_P104,1.0413078582205029,1.0188146623323016,1.0292080238857815,1.0143140811589484,0.15,0.6,0.28,0.15,0.87,-0.5,-0.12,-0.65,-0.65,0.4
P090_P086,1.0286966426282051,1.0362982546296298,1.0828832970221054,0.9960194873495912,0.65,0.6,0.52,0.45,0.37,0.38,-0.12,0.14,-0.2,0.13999999999999999
P090_P087,1.3382981723124778,1.3981142538983833,1.0828832970221054,0.9960194873495912,0.65,0.6,0.52,0.45,0.37,0.5,0.0,0.24,0.30000000000000004,-0.5
P090_P104,1.0651576321159524,1.0468914044633644,1.0828832970221054,0.9960194873495912,0.65,0.6,0.52,0.45,0.37,0.0,-0.12,-0.41000000000000003,-0.35000000000000003,-0.09999999999999998
P104_P086,1.1002542311066128,1.1096866413255364,1.1239382684336652,1.063658004966145,0.65,0.72,0.93,0.8,0.47,0.38,0.0,0.55,0.15000000000000002,0.23999999999999996
P104_P087,1.0758816010103387,1.0775238101594902,1.1239382684336652,1.063658004966145,0.65,0.72,0.93,0.8,0.47,0.5,0.12,0.65,0.65,-0.4
P104_P090,1.0758816010103387,1.0775238101594902,1.1239382684336652,1.063658004966145,0.65,0.72,0.93,0.8,0.47,0.0,0.12,0.41000000000000003,0.35000000000000003,0.09999999999999998
P110_P117,1.0696744038217705,1.0743069489838457,1.106439445923365,1.0502890392541233,0.77,0.2,0.48,0.6,0.0,0.5800000000000001,-0.2,-0.28,-0.09999999999999998,-0.2
P110_P121,1.0262530745614036,1.0279671539225426,1.106439445923365,1.0502890392541233,0.77,0.2,0.48,0.6,0.0,0.0,-0.48000000000000004,-0.42000000000000004,-0.25,0.0
P110_P135,1.066181049056782,1.074011708159615,1.106439445923365,1.0502890392541233,0.77,0.2,0.48,0.6,0.0,0.12,-0.12,-0.040000000000000036,0.14999999999999997,-0.63
P117_P110,1.156898566991553,1.1466122183458642,1.1596801105756895,1.1007698476158547,0.19,0.4,0.76,0.7,0.2,-0.5800000000000001,0.2,0.28,0.09999999999999998,0.2
P117_P121,1.1357562467105262,1.1018250913604763,1.1596801105756895,1.1007698476158547,0.19,0.4,0.76,0.7,0.2,-0.5800000000000001,-0.28,-0.14,-0.15000000000000002,0.2
P117_P135,1.088029891977929,1.1036940482972135,1.1596801105756895,1.1007698476158547,0.19,0.4,0.76,0.7,0.2,-0.46,0.08000000000000002,0.24,0.24999999999999994,-0.43
P121_P110,1.0840502654553048,1.0698980444862156,1.1268744821416394,1.0795966313365097,0.77,0.68,0.9,0.85,0.0,0.0,0.48000000000000004,0.42000000000000004,0.25,0.0
P121_P117,1.1355612661527557,1.133807241772335,1.1268744821416394,1.0795966313365097,0.77,0.68,0.9,0.85,0.0,0.5800000000000001,0.28,0.14,0.15000000000000002,-0.2
P121_P135,1.0704999197509908,1.0716549250773995,1.1268744821416394,1.0795966313365097,0.77,0.68,0.9,0.85,0.0,0.12,0.36000000000000004,0.38,0.39999999999999997,-0.63
P135_P110,1.1335332239116307,1.1258015091604014,1.1941569473445621,1.1239326506757752,0.65,0.32,0.52,0.45,0.63,-0.12,0.12,0.040000000000000036,-0.14999999999999997,0.63
P135_P117,1.1497141703478868,1.1438912014561982,1.1941569473445621,1.1239326506757752,0.65,0.32,0.52,0.45,0.63,0.46,-0.08000000000000002,-0.24,-0.24999999999999994,0.43
P135_P121,1.0877767269736842,1.09127934061569,1.1941569473445621,1.1239326506757752,0.65,0.32,0.52,0.45,0.63,-0.12,-0.36000000000000004,-0.38,-0.39999999999999997,0.63
P128_P140,1.1241576178761297,1.1191805807416266,1.2573881570796261,1.1982860300049372,0.73,0.6,0.69,0.75,0.17,0.18999999999999995,-0.12,-0.14,-0.050000000000000044,0.14
P128_P142,1.255216819553509,1.2331988241925607,1.2573881570796261,1.1982860300049372,0.73,0.6,0.69,0.75,0.17,0.07999999999999996,0.07999999999999996,0.06999999999999995,0.65,-0.5
P128_P151,1.2587094858657057,1.214607969602578,1.2573881570796261,1.1982860300049372,0.73,0.6,0.69,0.75,0.17,-0.040000000000000036,-0.16000000000000003,0.0,0.35,-0.23
P140_P128,1.0407633502846463,1.0280499424420053,1.09064083200201,1.0253279361092515,0.54,0.72,0.83,0.8,0.03,-0.18999999999999995,0.12,0.14,0.050000000000000044,-0.14
P140_P142,1.075528460517715,1.0766028480730336,1.09064083200201,1.0253279361092515,0.54,0.72,0.83,0.8,0.03,-0.10999999999999999,0.19999999999999996,0.20999999999999996,0.7000000000000001,-0.64
P140_P151,1.0964132762322472,1.0977191327336198,1.09064083200201,1.0253279361092515,0.54,0.72,0.83,0.8,0.03,-0.22999999999999998,-0.040000000000000036,0.14,0.4,-0.37
P142_P128,1.3642012374199954,1.327384556148666,1.3574213644602573,1.2949212810175172,0.65,0.52,0.62,0.1,0.67,-0.07999999999999996,-0.07999999999999996,-0.06999999999999995,-0.65,0.5
P142_P140,1.3971640300726562,1.3943914711943999,1.3574213644602573,1.2949212810175172,0.65,0.52,0.62,0.1,0.67,0.10999999999999999,-0.19999999999999996,-0.20999999999999996,-0.7000000000000001,0.64
P142_P151,1.3932752744972552,1.3614088703813108,1.3574213644602573,1.2949212810175172,0.65,0.52,0.62,0.1,0.67,-0.12,-0.24,-0.06999999999999995,-0.30000000000000004,0.27
P151_P128,1.1453937791290645,1.1403769896441338,1.1814495936612261,1.1350267331023525,0.77,0.76,0.69,0.4,0.4,0.040000000000000036,0.16000000000000003,0.0,-0.35,0.23
P151_P140,1.2131546368509658,1.201819597297537,1.1814495936612261,1.1350267331023525,0.77,0.76,0.69,0.4,0.4,0.22999999999999998,0.040000000000000036,-0.14,-0.4,0.37
P151_P142,1.1567355100827412,1.152848119198215,1.1814495936612261,1.1350267331023525,0.77,0.76,0.69,0.4,0.4,0.12,0.24,0.06999999999999995,0.30000000000000004,-0.27
P075_P124,1.133045183681669,1.110419447146245,1.1446757387127626,1.101559841317888,0.85,0.28,0.86,0.3,0.27,0.16000000000000003,-0.28,-0.040000000000000036,0.25,-0.5599999999999999
P075_P129,1.10465511155472,1.0839242212097406,1.1446757387127626,1.101559841317888,0.85,0.28,0.86,0.3,0.27,0.22999999999999998,-0.36,0.24,-0.15000000000000002,0.07
P075_P146,1.0974232841486569,1.0928895261447646,1.1446757387127626,1.101559841317888,0.85,0.28,0.86,0.3,0.27,,,,,
P124_P075,1.2218009794461648,1.20054644333577,1.2416064932701159,1.1852195708338233,0.69,0.56,0.9,0.05,0.83,-0.16000000000000003,0.28,0.040000000000000036,-0.25,0.5599999999999999
P124_P129,1.180256453999443,1.1642668259230164,1.2416064932701159,1.1852195708338233,0.69,0.56,0.9,0.05,0.83,0.06999999999999995,-0.07999999999999996,0.28,-0.4,0.6299999999999999
P124_P146,1.2283033895033482,1.1999120007668547,1.2416064932701159,1.1852195708338233,0.69,0.56,0.9,0.05,0.83,,,,,
P129_P075,1.100647896884675,1.0898652315606725,1.1607964419288024,1.1065939619874647,0.62,0.64,0.62,0.45,0.2,-0.22999999999999998,0.36,-0.24,0.15000000000000002,-0.07
P129_P124,1.1474233110054692,1.110076971228761,1.1607964419288024,1.1065939619874647,0.62,0.64,0.62,0.45,0.2,-0.06999999999999995,0.07999999999999996,-0.28,0.4,-0.6299999999999999
P129_P146,1.1047153097275193,1.101926283721358,1.1607964419288024,1.1065939619874647,0.62,0.64,0.62,0.45,0.2,,,,,
P146_P075,1.091818976335139,1.0867788429641814,1.1037819006381746,1.0828110299098226,,,,,,,,,,
P146_P124,1.0777223247198664,1.0672532793223215,1.1037819006381746,1.0828110299098226,,,,,,,,,,
P146_P129,1.074031675281955,1.0753296616653574,1.1037819006381746,1.0828110299098226,,,,,,,,,,
P127_P141,1.0747526913666583,1.0585947530109059,1.101570925464595,1.0585897541637797,0.42,0.6,0.48,0.3,0.5,,,,,
P127_P147,1.0835989354678361,1.0657256125755776,1.101570925464595,1.0585897541637797,0.42,0.6,0.48,0.3,0.5,-0.08000000000000002,-0.20000000000000007,-0.38,-0.15000000000000002,0.5
P127_P154,1.063811428261738,1.0601223406094327,1.101570925464595,1.0585897541637797,0.42,0.6,0.48,0.3,0.5,-0.43,0.31999999999999995,0.02999999999999997,0.19999999999999998,-0.27
P141_P127,1.303466780787828,1.296997621530966,1.3407715141687606,1.3182064196970837,,,,,,,,,,
P141_P147,1.3401600115275558,1.3212984006789572,1.3407715141687606,1.3182064196970837,,,,,,,,,,
P141_P154,1.3257101900623676,1.2973466977095516,1.3407715141687606,1.3182064196970837,,,,,,,,,,
P147_P127,1.0113491470405815,1.004333747270093,1.0577087854881482,0.9940866942465104,0.5,0.8,0.86,0.45,0.0,0.08000000000000002,0.20000000000000007,0.38,0.15000000000000002,-0.5
P147_P141,1.0298819216168662,1.009717026169591,1.0577087854881482,0.9940866942465104,0.5,0.8,0.86,0.45,0.0,,,,,
P147_P154,1.0491527677952865,1.0297375572260128,1.0577087854881482,0.9940866942465104,0.5,0.8,0.86,0.45,0.0,-0.35,0.52,0.41,0.35,-0.77
P154_P127,1.1658823508055707,1.1723745540676918,1.187138806704573,1.145924564130244,0.85,0.28,0.45,0.1,0.77,0.43,-0.31999999999999995,-0.02999999999999997,-0.19999999999999998,0.27
P154_P141,1.130939092498588,1.1128174315726251,1.187138806704573,1.145924564130244,0.85,0.28,0.45,0.1,0.77,,,,,
P154_P147,1.1794534928654974,1.1757116110020815,1.187138806704573,1.145924564130244,0.85,0.28,0.45,0.1,0.77,0.35,-0.52,-0.41,-0.35,0.77
P126_P138,1.0517464557017544,1.0310616846174714,1.029259975510172,1.0112007196511212,0.54,0.56,0.31,0.65,0.2,-0.18999999999999995,-0.07999999999999996,-0.52,0.050000000000000044,-0.3
P126_P139,1.0170114890350879,1.0263052631578944,1.029259975510172,1.0112007196511212,0.54,0.56,0.31,0.65,0.2,0.0,0.0,-0.030000000000000027,0.4,-0.13
P126_P158,1.018276236963375,1.0248716229462547,1.029259975510172,1.0112007196511212,0.54,0.56,0.31,0.65,0.2,-0.27,0.44000000000000006,-0.69,0.09999999999999998,-0.07
P138_P126,1.0461901626180836,1.047034076830006,1.1438830119145682,1.095801422408915,0.73,0.64,0.83,0.6,0.5,0.18999999999999995,0.07999999999999996,0.52,-0.050000000000000044,0.3
P138_P139,1.0780185349679172,1.0592083796567038,1.1438830119145682,1.095801422408915,0.73,0.64,0.83,0.6,0.5,0.18999999999999995,0.07999999999999996,0.48999999999999994,0.35,0.16999999999999998
P138_P158,1.0943021753647584,1.081606037773004,1.1438830119145682,1.095801422408915,0.73,0.64,0.83,0.6,0.5,-0.08000000000000007,0.52,-0.17000000000000004,0.04999999999999993,0.22999999999999998
P139_P126,1.0716861242914981,1.0628499709618873,1.0965444609382542,1.0569581481470087,0.54,0.56,0.34,0.25,0.33,0.0,0.0,0.030000000000000027,-0.4,0.13
P139_P138,1.0619531042355892,1.0481653899077592,1.0965444609382542,1.0569581481470087,0.54,0.56,0.34,0.25,0.33,-0.18999999999999995,-0.07999999999999996,-0.48999999999999994,-0.35,-0.16999999999999998
P139_P158,1.043940166786284,1.024165847601146,1.0965444609382542,1.0569581481470087,0.54,0.56,0.34,0.25,0.33,-0.27,0.44000000000000006,-0.6599999999999999,-0.30000000000000004,0.06
P158_P126,1.0427147212550607,1.0484198803992741,1.191959612959519,1.117208381479816,0.81,0.12,1.0,0.55,0.27,0.27,-0.44000000000000006,0.69,-0.09999999999999998,0.07
P158_P138,1.0888742648630507,1.0873368992132393,1.191959612959519,1.117208381479816,0.81,0.12,1.0,0.55,0.27,0.08000000000000007,-0.52,0.17000000000000004,-0.04999999999999993,-0.22999999999999998
P158_P139,1.0577977284356723,1.0447785631091617,1.191959612959519,1.117208381479816,0.81,0.12,1.0,0.55,0.27,0.27,-0.44000000000000006,0.6599999999999999,0.30000000000000004,-0.06
P109_P131,1.2203026701458775,1.216286220566593,1.2594844559939635,1.269720337930434,,,,,,,,,,
P109_P144,1.268366352773675,1.2434998446641816,1.2594844559939635,1.269720337930434,,,,,,,,,,
P109_P157,1.2464183768805457,1.2554841722458503,1.2594844559939635,1.269720337930434,,,,,,,,,,
P131_P109,1.171280534344035,1.143833921963681,1.1751368245818783,1.1353747410327129,0.96,0.56,0.38,0.8,0.33,,,,,
P131_P144,1.1318124877869278,1.1793076541599086,1.1751368245818783,1.1353747410327129,0.96,0.56,0.38,0.8,0.33,0.69,-0.36,-0.48,0.20000000000000007,0.13
P131_P157,1.1309732644730068,1.1308452844497612,1.1751368245818783,1.1353747410327129,0.96,0.56,0.38,0.8,0.33,,,,,
P144_P109,1.0766321630391047,1.0570734082476658,1.1444605301879827,1.062403605563536,0.27,0.92,0.86,0.6,0.2,,,,,
P144_P131,1.1386253632816015,1.126758729125518,1.1444605301879827,1.062403605563536,0.27,0.92,0.86,0.6,0.2,-0.69,0.36,0.48,-0.20000000000000007,-0.13
P144_P157,1.049376808692339,0.9799352453482193,1.1444605301879827,1.062403605563536,0.27,0.92,0.86,0.6,0.2,,,,,
P157_P109,1.0393173916239287,0.983127368744229,1.068688966199302,1.0297342741502593,,,,,,,,,,
P157_P131,1.023579010802005,1.0139178366852564,1.068688966199302,1.0297342741502593,,,,,,,,,,
P157_P144,1.0564564235588974,1.0635571238390094,1.068688966199302,1.0297342741502593,,,,,,,,,,
P167_P169,1.1545627976269726,1.1496852929852062,1.1685775357892483,1.1690164574658208,0.85,0.52,0.79,0.65,0.13,,,,,
P167_P173,1.1178418785859325,1.102027318001376,1.1685775357892483,1.1690164574658208,0.85,0.52,0.79,0.65,0.13,-0.15000000000000002,0.040000000000000036,-0.14,0.09999999999999998,-0.33999999999999997
P167_P210,1.1342922803934836,1.1232003868387346,1.1685775357892483,1.1690164574658208,0.85,0.52,0.79,0.65,0.13,0.38999999999999996,-0.07999999999999996,0.17000000000000004,0.6,-0.24
P169_P167,1.2002732333065642,1.147237844477098,1.2031534597383724,1.1878642680542861,,,,,,,,,,
P169_P173,1.1267151081735975,1.1237418798417613,1.2031534597383724,1.1878642680542861,,,,,,,,,,
P169_P210,1.16554925817053,1.145393263769655,1.2031534597383724,1.1878642680542861,,,,,,,,,,
P173_P167,1.0828434232609696,1.088581637600346,1.1016023455641384,1.0934777589953237,1.0,0.48,0.93,0.55,0.47,0.15000000000000002,-0.040000000000000036,0.14,-0.09999999999999998,0.33999999999999997
P173_P169,1.0897860226034788,1.0834594917878555,1.1016023455641384,1.0934777589953237,1.0,0.48,0.93,0.55,0.47,,,,,
P173_P210,1.0985305488076635,1.0978258340220148,1.1016023455641384,1.0934777589953237,1.0,0.48,0.93,0.55,0.47,0.54,-0.12,0.31000000000000005,0.5,0.09999999999999998
P210_P167,1.1729990727265343,1.1239854881378573,1.2143692346193737,1.2288020405899087,0.46,0.6,0.62,0.05,0.37,-0.38999999999999996,0.07999999999999996,-0.17000000000000004,-0.6,0.24
P210_P169,1.167684734547563,1.167746318074575,1.2143692346193737,1.2288020405899087,0.46,0.6,0.62,0.05,0.37,,,,,
P210_P173,1.2069520903700222,1.2298702686377705,1.2143692346193737,1.2288020405899087,0.46,0.6,0.62,0.05,0.37,-0.54,0.12,-0.31000000000000005,-0.5,-0.09999999999999998
P076_P164,1.0202515976329192,1.0193528139352,1.0132791870744708,0.980603617685558,0.73,0.84,0.97,0.6,0.57,,,,,
P076_P170,0.9970981879252359,0.9917794168760945,1.0132791870744708,0.980603617685558,0.73,0.84,0.97,0.6,0.57,0.10999999999999999,0.24,0.14,-0.09999999999999998,0.23999999999999994
P076_P174,0.9309653854355339,0.9457513654719327,1.0132791870744708,0.980603617685558,0.73,0.84,0.97,0.6,0.57,0.61,0.6,0.38,-0.050000000000000044,0.29999999999999993
P164_P076,1.2324006084301904,1.199345507535062,1.224278433857278,1.1876354846037742,,,,,,,,,,
P164_P170,1.1375469624441883,1.1367692940533412,1.224278433857278,1.1876354846037742,,,,,,,,,,
P164_P174,1.129330128032349,1.1311206787725787,1.224278433857278,1.1876354846037742,,,,,,,,,,
P170_P076,1.3274657291126253,1.254301116721006,1.29142911143191,1.248702189035148,0.62,0.6,0.83,0.7,0.33,-0.10999999999999999,-0.24,-0.14,0.09999999999999998,-0.23999999999999994
P170_P164,1.227589948625239,1.1988308233429594,1.29142911143191,1.248702189035148,0.62,0.6,0.83,0.7,0.33,,,,,
P170_P174,1.2800895156571985,1.2280522109351049,1.29142911143191,1.248702189035148,0.62,0.6,0.83,0.7,0.33,0.5,0.36,0.24,0.04999999999999993,0.06
P174_P076,1.0821099232017546,1.0615232738938052,1.0752704941034261,1.042398044997062,0.12,0.24,0.59,0.65,0.27,-0.61,-0.6,-0.38,0.050000000000000044,-0.29999999999999993
P174_P164,1.0379151403312206,1.0157273211285132,1.0752704941034261,1.042398044997062,0.12,0.24,0.59,0.65,0.27,,,,,
P174_P170,1.0701240892921546,1.0697379961818072,1.0752704941034261,1.042398044997062,0.12,0.24,0.59,0.65,0.27,-0.5,-0.36,-0.24,-0.04999999999999993,-0.06
P034_P061,1.1051975180921052,1.0868185208673091,1.182182530910296,1.12412383063699,0.62,0.76,0.72,0.65,0.5,0.040000000000000036,0.52,0.72,0.45,-0.22999999999999998
P034_P153,1.1003426125446192,1.0663568206356944,1.182182530910296,1.12412383063699,0.62,0.76,0.72,0.65,0.5,-0.10999999999999999,0.44,0.51,0.25,0.030000000000000027
P034_P160,1.150594581758285,1.1390400231584574,1.182182530910296,1.12412383063699,0.62,0.76,0.72,0.65,0.5,0.39,0.32,0.48,0.35000000000000003,-0.22999999999999998
P061_P034,1.0502429620892508,1.041123555347453,1.0926851103997068,1.0295551557023292,0.58,0.24,0.0,0.2,0.73,-0.040000000000000036,-0.52,-0.72,-0.45,0.22999999999999998
P061_P153,1.0477315028563359,1.0132066513022526,1.0926851103997068,1.0295551557023292,0.58,0.24,0.0,0.2,0.73,-0.15000000000000002,-0.08000000000000002,-0.21,-0.2,0.26
P061_P160,1.0842986369678362,1.0702538659300496,1.0926851103997068,1.0295551557023292,0.58,0.24,0.0,0.2,0.73,0.35,-0.2,-0.24,-0.09999999999999998,0.0
P153_P034,1.0690136130952383,1.0709407302038882,1.1226274528565043,1.1042061529741787,0.73,0.32,0.21,0.4,0.47,0.10999999999999999,-0.44,-0.51,-0.25,-0.030000000000000027
P153_P061,1.055687096491228,1.058090495181616,1.1226274528565043,1.1042061529741787,0.73,0.32,0.21,0.4,0.47,0.15000000000000002,0.08000000000000002,0.21,0.2,-0.26
P153_P160,1.0767719568421055,1.0733942312753038,1.1226274528565043,1.1042061529741787,0.73,0.32,0.21,0.4,0.47,0.5,-0.12,-0.03,0.10000000000000003,-0.26
P160_P034,1.1656909412907266,1.1421091091512565,1.1621175487398359,1.107179681423907,0.23,0.44,0.24,0.3,0.73,-0.39,-0.32,-0.48,-0.35000000000000003,0.22999999999999998
P160_P061,1.1539189408854167,1.1370942133802822,1.1621175487398359,1.107179681423907,0.23,0.44,0.24,0.3,0.73,-0.35,0.2,0.24,0.09999999999999998,0.0
P160_P153,1.116211539760623,1.1007103550937527,1.1621175487398359,1.107179681423907,0.23,0.44,0.24,0.3,0.73,-0.5,0.12,0.03,-0.10000000000000003,0.26
P122_P148,1.1491630366666667,1.1142759209677418,1.2351973084711643,1.139610910270662,0.69,0.76,0.31,0.65,0.5,0.49999999999999994,0.68,-0.37999999999999995,-0.19999999999999996,0.030000000000000027
P122_P175,1.1980974211124134,1.1793840312433768,1.2351973084711643,1.139610910270662,0.69,0.76,0.31,0.65,0.5,0.18999999999999995,0.48,-0.31,0.15000000000000002,-0.13
P122_P181,1.183473737394972,1.163783270734049,1.2351973084711643,1.139610910270662,0.69,0.76,0.31,0.65,0.5,0.06999999999999995,0.24,-0.45,0.15000000000000002,0.09999999999999998
P148_P122,1.0541666993636052,1.0486080826739668,1.0750097710374371,1.0535991989936866,0.19,0.08,0.69,0.85,0.47,-0.49999999999999994,-0.68,0.37999999999999995,0.19999999999999996,-0.030000000000000027
P148_P175,1.0552138795404504,1.0566587770399154,1.0750097710374371,1.0535991989936866,0.19,0.08,0.69,0.85,0.47,-0.31,-0.2,0.06999999999999995,0.35,-0.16000000000000003
P148_P181,1.0530280409785235,1.048275393126473,1.0750097710374371,1.0535991989936866,0.19,0.08,0.69,0.85,0.47,-0.43,-0.44,-0.07000000000000006,0.35,0.06999999999999995
P175_P122,1.158106947961202,1.1561965113564112,1.2067344879392716,1.1667520279481522,0.5,0.28,0.62,0.5,0.63,-0.18999999999999995,-0.48,0.31,-0.15000000000000002,0.13
P175_P148,1.1898433331871345,1.1983528217317485,1.2067344879392716,1.1667520279481522,0.5,0.28,0.62,0.5,0.63,0.31,0.2,-0.06999999999999995,-0.35,0.16000000000000003
P175_P181,1.2126413432383047,1.2050546357379772,1.2067344879392716,1.1667520279481522,0.5,0.28,0.62,0.5,0.63,-0.12,-0.24,-0.14,0.0,0.22999999999999998
